# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = strength_model_model
# start_datetime = 2022-09-16 08:52:57 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /Users/ddifrancesco/Github/DCE_guidance/tmp/strength_model_4.data.R
# init = 2 (Default)
# random
#   seed = 1286198031 (Default)
# output
#   file = /Users/ddifrancesco/Github/DCE_guidance/tmp/strength_model_samples_4.csv
#   diagnostic_file = /Users/ddifrancesco/Github/DCE_guidance/tmp/strength_model_diagnostics_4.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,strength,strength_m_log,strength_sd_log,strength_post_pred
-2869.5,0.937775,0.586772,3,7,0,2870.37,356.146,5.5325,0.381907,285.357
-2870.25,0.964999,0.586772,3,7,0,2870.76,356.751,5.30331,1.80461,118.523
-2870.74,0.943304,0.586772,3,7,0,2871.96,358.377,5.02202,0.638157,509.615
-2870.31,0.826075,0.586772,3,7,0,2872.31,355.597,5.49001,1.10565,51.2599
-2869.26,0.754542,0.586772,2,5,0,2873,356.971,5.78125,0.610294,190.443
-2870.48,0.944922,0.586772,3,7,0,2870.75,355.045,5.75978,0.433136,342.647
-2869.33,1,0.586772,2,3,0,2870.51,355.97,5.77004,0.268641,349.971
-2869.79,0.960648,0.586772,2,7,0,2870.44,355.434,5.89431,0.174606,305.138
-2869.79,0.0325647,0.586772,2,3,0,2870.43,355.434,5.89431,0.174606,365.954
-2869.79,1.08238e-09,0.586772,1,1,0,2871.37,355.434,5.89431,0.174606,655.944
-2869.79,0.0271768,0.586772,2,3,0,2871.4,355.434,5.89431,0.174606,397.302
-2869.32,0.596379,0.586772,2,5,0,2870.28,357.524,5.58634,0.427676,233.425
-2869.68,0.955605,0.586772,2,7,0,2870.02,357.358,5.27773,0.499733,172.157
-2869.45,0.803714,0.586772,2,3,0,2870.44,357.425,5.77337,0.693856,529.191
-2869.02,0.622046,0.586772,1,3,0,2870.91,356.853,5.75936,0.336365,194.287
-2869.31,0.958034,0.586772,3,7,0,2869.49,356.079,5.91789,0.266264,425.502
-2869.04,0.953287,0.586772,2,7,0,2869.41,357.272,5.91292,0.229111,440.527
-2869.35,0.79554,0.586772,1,1,0,2869.45,357.204,6.02685,0.219436,260.915
-2870.06,0.422677,0.586772,2,7,1,2871.1,355.468,5.52137,0.566401,347.711
-2870.95,0.726876,0.586772,2,7,0,2871.42,354.999,5.22131,0.751127,220.864
-2870.9,0.771197,0.586772,3,7,0,2871.66,354.871,5.6087,0.631443,201.849
-2869.43,0.357075,0.586772,2,7,1,2872.91,357.936,5.74513,0.247192,371.375
-2868.99,1,0.586772,2,3,0,2869.41,357.227,5.89656,0.20618,258.805
-2868.99,0.00125606,0.586772,2,3,0,2870.95,357.227,5.89656,0.20618,404.323
-2870.18,0.838133,0.586772,2,7,0,2872.39,356.286,5.46573,1.54545,327.203
-2874.29,0.835137,0.586772,2,3,0,2874.74,354.19,4.98898,0.385487,322.929
-2870.64,0.616581,0.586772,3,7,0,2875.58,358.693,5.74059,0.7388,617.851
-2869.48,0.967548,0.586772,1,3,0,2871.35,357.643,5.58186,0.66018,54.7224
-2869.94,0.915682,0.586772,3,7,0,2871.29,356.055,5.39239,0.365987,566.744
-2869.94,0.176937,0.586772,2,3,0,2871.87,356.055,5.39239,0.365987,139.708
-2869.31,0.821607,0.586772,1,3,0,2871.86,357.239,5.57993,0.656421,111.004
-2869.59,0.99016,0.586772,3,7,0,2869.63,357.854,5.62713,0.612571,177.863
-2869.52,0.494991,0.586772,2,6,1,2870.47,358.041,5.931,0.217919,378.308
-2869.84,0.336324,0.586772,2,7,1,2870.36,358.186,5.62063,0.308869,222.055
-2869.29,0.920616,0.586772,1,3,0,2871.13,357.022,5.58482,0.300564,311.168
-2870.24,0.59292,0.586772,2,5,1,2871.17,355.885,5.69155,1.23119,4703.55
-2869.96,0.967247,0.586772,2,7,0,2871.44,355.402,5.69929,0.300727,365.122
-2872.15,0.47844,0.586772,2,7,0,2875.41,358.758,6.50458,1.17162,3424.96
-2872.44,0.936745,0.586772,3,7,0,2872.98,354.771,5.74909,1.99116,365.597
-2872.58,0.995772,0.586772,2,3,0,2872.93,354.598,5.55878,1.9387,592.899
-2870.53,0.977504,0.586772,3,7,0,2873.42,358.289,5.08692,1.21318,1145.34
-2871.52,0.957316,0.586772,2,3,0,2871.74,358.671,4.79758,1.73024,9.04211
-2871.69,0.861869,0.586772,2,3,0,2872.7,358.679,4.58684,0.84393,49.5191
-2871.98,0.193364,0.586772,2,7,0,2874,358.678,4.79438,2.25961,61.8586
-2873.94,0.972364,0.586772,3,7,0,2874.82,358.41,3.53605,1.0276,14.3997
-2873.33,1,0.586772,2,3,0,2874.31,358.089,3.57596,1.05854,60.9279
-2874.12,0.893994,0.586772,3,7,0,2874.62,358.295,3.34449,1.13015,127.109
-2873.14,1,0.586772,2,3,0,2874.66,358.707,3.83111,2.49012,310.178
-2872.51,0.639992,0.586772,3,7,0,2878.18,359.252,4.62496,0.875502,71.1648
-2870.12,1,0.586772,2,3,0,2872.48,358.147,5.40265,0.969079,110.643
-2870.55,0.997534,0.586772,3,7,0,2870.8,355.872,4.64905,1.13329,451.059
-2870.54,0.990995,0.586772,2,7,0,2871.59,357.83,6.3616,0.52763,781.491
-2869.66,0.964868,0.586772,3,7,0,2870.57,357.985,5.57392,0.398487,377.482
-2869.32,1,0.586772,3,7,0,2869.89,357.057,5.71068,0.696786,922.518
-2869.45,0.974743,0.586772,3,7,0,2869.69,356.237,5.84274,0.579487,1042.26
-2869.65,0.777791,0.586772,2,7,0,2869.85,356.046,5.43058,0.752697,179.183
-2869.67,0.995977,0.586772,3,7,0,2869.87,357.782,5.94231,0.583566,438.286
-2869.1,0.96488,0.586772,3,7,0,2869.82,356.548,5.71022,0.351829,121.16
-2872.31,0.631672,0.586772,2,5,0,2873.25,354.593,5.71998,1.56818,112.925
-2870.33,0.995479,0.586772,3,7,0,2872.83,357.241,4.5381,1.08502,62.0823
-2868.93,0.996567,0.586772,3,7,0,2870.46,356.961,5.90579,0.17233,474.006
-2868.93,0.114867,0.586772,2,3,0,2869.32,356.961,5.90579,0.17233,314.759
-2869.35,0.602257,0.586772,2,5,0,2869.83,356.295,5.70584,0.182868,284.692
-2869.35,1.2327e-08,0.586772,1,1,0,2871.18,356.295,5.70584,0.182868,398.078
-2869.91,0.698328,0.586772,2,7,0,2870.47,355.666,5.51922,0.375504,267.054
-2869.91,0.449862,0.586772,2,3,0,2870.76,355.666,5.51922,0.375504,182.673
-2869.97,0.890941,0.586772,2,7,0,2870.92,357.856,5.60674,1.06332,65.6561
-2870.88,0.966586,0.586772,3,7,0,2871.33,355.94,4.48589,0.93418,23.6549
-2870.35,1,0.586772,2,3,0,2870.86,356.146,4.68202,0.955005,261.537
-2872.13,0.830695,0.586772,2,3,0,2872.2,355.782,4.3672,0.688221,247.252
-2870.22,1,0.586772,2,3,0,2872.3,357.062,4.73881,1.58541,138.289
-2871.61,0.940872,0.586772,2,3,0,2871.77,355.225,4.40547,1.15893,77.0262
-2870.04,0.769232,0.586772,3,7,0,2872.79,358.318,6.00503,0.184482,319.676
-2869.84,0.56811,0.586772,2,3,0,2869.99,358.179,5.72583,0.167638,397.083
-2869.22,0.247992,0.586772,3,7,0,2869.64,357.823,5.83318,0.166973,570.742
-2869.22,0.273742,0.586772,1,3,1,2870.27,357.823,5.83318,0.166973,426.419
-2869.22,1.35185e-53,0.586772,1,1,0,2872.38,357.823,5.83318,0.166973,387.488
-2869.22,1.49949e-07,0.586772,1,3,1,2874.28,357.823,5.83318,0.166973,402.896
-2870.03,0.200402,0.586772,2,5,0,2870.39,357.732,6.09614,0.192229,342.271
-2870.03,3.5197e-08,0.586772,1,2,1,2872.2,357.732,6.09614,0.192229,322.615
-2869.52,0.333333,0.586772,2,3,0,2871.08,357.325,6.08419,0.373249,421.797
-2870.22,0.283063,0.586772,3,7,0,2872.17,357.613,4.73341,1.15774,163.715
-2870.22,0.841022,0.586772,1,3,0,2873.4,357.613,4.73341,1.15774,540.983
-2872.09,0.893666,0.586772,2,7,0,2873.11,356.268,3.64527,1.39856,57.9859
-2872.01,0.774867,0.586772,3,7,0,2874.67,356.19,6.94517,1.10256,2586.65
-2873.81,0.570777,0.586772,2,3,0,2880.66,354.582,5.64815,3.0914,25.1173
-2869.78,1,0.586772,2,3,0,2874.15,356.844,6.2017,0.536134,461.782
-2869.44,0.591261,0.586772,2,3,0,2872.14,357.189,5.44195,0.847675,788.142
-2874.59,0.780921,0.586772,2,3,0,2875.65,354.416,5.10562,3.73936,184666
-2869.14,0.8,0.586772,2,5,1,2874.98,356.794,5.97472,0.232397,482.726
-2869.14,0.0520413,0.586772,2,7,0,2872.07,356.794,5.97472,0.232397,310.284
-2869.4,0.198891,0.586772,1,3,1,2871.35,356.476,5.4615,0.44027,212.917
-2868.94,0.333337,0.586772,2,3,0,2870.99,356.847,5.87049,0.220174,334.51
-2871.12,0.693179,0.586772,3,7,0,2871.37,356.355,4.37547,0.829182,150.046
-2869.41,0.846648,0.586772,3,7,0,2872.23,357.2,5.75906,0.735942,100.476
-2869.61,0.992307,0.586772,3,7,0,2869.67,357.024,5.80141,0.948026,567.919
-2870.81,0.958305,0.586772,2,7,0,2871.84,356.449,4.7454,2.23371,3.51116
-2872.53,0.9363,0.586772,2,3,0,2872.88,355.144,3.97581,1.23015,166.7
-2873.17,0.999472,0.586772,2,3,0,2873.43,354.767,3.89201,1.73919,320.01
-2870,0.981614,0.586772,3,7,0,2873.98,357.349,5.26634,1.47002,307.139
-2871.26,0.503291,0.586772,2,7,0,2874.34,356.52,4.33953,0.800514,14.5687
-2869.78,1,0.586772,2,7,0,2872.17,357.079,4.97642,0.806827,275.301
-2869.28,0.916216,0.586772,2,7,0,2870.31,357.513,5.66863,0.472335,248.266
-2869.91,0.946136,0.586772,2,7,0,2870.24,356.19,5.06398,1.08202,126.799
-2870.04,0.9945,0.586772,2,3,0,2870.1,356.208,5.08214,1.32091,130.265
-2870.36,0.996014,0.586772,3,7,0,2870.72,356.983,4.46877,1.27193,88.3272
-2869.78,0.96207,0.586772,3,7,0,2871.15,357.821,5.69641,0.852412,488.224
-2869.16,0.419862,0.586772,3,7,0,2870.54,357.371,5.70326,0.255161,200.734
-2868.9,0.534501,0.586772,2,5,1,2869.49,357.004,5.86853,0.18089,301.454
-2869.14,0.466515,0.586772,2,6,1,2870.23,356.302,5.82929,0.29891,298.561
-2869.77,0.870761,0.586772,3,7,0,2869.91,357.802,5.45352,0.907428,91.0212
-2869.58,0.981757,0.586772,2,7,0,2871.58,356.367,5.50698,0.31635,244.065
-2871.83,0.474867,0.586772,2,5,0,2872.02,358.298,6.15905,2.04837,10.3012
-2870.97,0.998706,0.586772,3,7,0,2872.06,355.046,5.55884,0.240304,260.095
-2869.7,0.6,0.586772,2,5,0,2872.29,355.755,5.65404,0.53063,394.274
-2869.1,0.582818,0.586772,3,15,0,2870.08,357.102,5.69773,0.250767,408.995
-2869.26,0.847135,0.586772,3,7,0,2869.62,356.517,5.99523,0.285005,402.28
-2869.32,0.992078,0.586772,3,7,0,2869.49,357.112,5.89829,0.563676,345.859
-2869.68,0.96998,0.586772,2,3,0,2869.86,356.773,6.14024,0.592978,607.058
-2872.23,0.791518,0.586772,3,7,0,2872.9,358.081,3.86153,2.31886,146.407
-2872.04,0.910498,0.586772,3,7,0,2873.87,356.183,4.19759,3.01699,23.2762
-2871.45,0.851354,0.586772,2,7,0,2873.05,358.112,4.14512,1.48679,148.076
-2870.4,0.897867,0.586772,2,3,0,2872.63,356.416,4.80921,1.76139,8.00288
-2869.49,0.677727,0.586772,2,5,0,2870.99,356.646,6.0782,0.272128,308.446
-2871.47,0.469241,0.586772,3,7,0,2872.32,357.596,4.47186,2.66379,1046.15
-2871.38,0.999004,0.586772,2,3,0,2871.7,357.277,4.52613,2.75948,31.7847
-2871.96,0.882616,0.586772,2,3,0,2873.19,356.768,4.65283,3.49765,2.5133
-2871.28,0.958927,0.586772,3,7,0,2873.1,356.586,3.95458,1.37108,4.54668
-2871.77,0.831217,0.586772,2,3,0,2872.33,356.735,3.92482,2.54702,42.5568
-2871.82,0.684266,0.586772,2,7,0,2874.53,358.8,5.07283,1.96882,31.9895
-2873.77,0.954117,0.586772,3,7,0,2874.63,353.939,4.55306,1.16968,383.684
-2871.58,0.91627,0.586772,3,7,0,2876.23,356.361,6.79224,1.24976,370.081
-2871.65,0.966178,0.586772,2,3,0,2872.93,356.915,6.87522,1.2188,592.133
-2870.84,0.915001,0.586772,3,7,0,2872.27,356.953,4.36348,0.90556,146.601
-2871.23,0.955632,0.586772,3,7,0,2871.77,357.163,6.7401,0.937425,445.677
-2871.69,0.956182,0.586772,3,7,0,2872.81,356.306,3.81242,1.36441,8.97949
-2871.81,0.871416,0.586772,3,7,0,2873.31,358.535,4.76583,2.26851,4797.5
-2871.02,0.655938,0.586772,2,3,0,2874.63,359.029,5.93796,0.442179,509.196
-2870.99,0.401687,0.586772,3,7,0,2871.74,359.076,5.68248,0.270899,251.56
-2870.99,0.240798,0.586772,2,3,0,2871.92,359.076,5.68248,0.270899,249.223
-2869.34,1,0.586772,2,3,0,2871.01,357.49,5.99973,0.230472,316.125
-2869.9,0.399355,0.586772,1,3,0,2870.91,358.212,5.97737,0.380928,301.779
-2872.3,0.909058,0.586772,2,3,0,2872.79,359.116,5.40032,0.264074,190.331
-2871.27,1,0.586772,2,3,0,2872.55,358.42,6.28825,0.304186,452.74
-2870.21,0.630375,0.586772,2,7,0,2873.89,356.633,5.17479,1.7477,261.827
-2870.21,0.948043,0.586772,3,7,0,2872.79,357.561,4.84004,1.43308,345.615
-2870.7,0.854363,0.586772,2,7,0,2870.84,357.472,4.34618,1.49884,1.6295
-2870.13,1,0.586772,3,7,0,2871.03,356.208,4.82613,1.2042,206.291
-2869.57,0.969731,0.586772,3,7,0,2870.77,356.799,5.56387,1.02224,204.427
-2869.37,0.992327,0.586772,2,7,0,2869.93,357.281,5.47692,0.426005,176.373
-2870.81,0.740164,0.586772,2,7,0,2871.65,355.031,5.40176,0.808802,58.4948
-2869.44,0.990728,0.586772,2,3,0,2871.11,356.997,5.52618,0.883269,400.159
-2869.13,0.965001,0.586772,3,7,0,2869.87,356.895,5.62579,0.414022,269.848
-2871.76,0.680686,0.586772,2,5,0,2871.86,358.441,5.5544,2.32325,21.3363
-2868.88,0.600452,0.586772,2,5,1,2872.47,356.722,5.89474,0.118174,340.7
-2869.72,0.490324,0.586772,2,6,1,2871.18,358.12,5.73754,0.481347,308.646
-2869.4,0.990517,0.586772,3,7,0,2870.18,357.467,6.02465,0.24641,439.983
-2869.31,1,0.586772,2,5,0,2871.27,356.206,5.9354,0.321861,347.727
-2869.2,0.999754,0.586772,2,3,0,2869.34,356.555,5.63158,0.320501,323.515
-2869.2,0.411496,0.586772,1,1,0,2870.01,356.555,5.63158,0.320501,258.017
-2868.87,0.600379,0.586772,2,5,1,2869.45,356.689,5.86465,0.13974,383.547
-2868.87,2.17336e-30,0.586772,1,1,0,2871.47,356.689,5.86465,0.13974,303.431
-2868.87,3.35473e-06,0.586772,1,2,1,2871.04,356.689,5.86465,0.13974,375.342
-2871.55,0.415093,0.586772,2,4,1,2873.37,354.596,5.81493,0.7366,363.807
-2870.89,0.480894,0.586772,2,7,0,2872.93,355.011,5.4899,0.332586,279.417
-2869.66,0.960205,0.586772,2,7,0,2871.63,357.371,6.10773,0.272382,246.093
-2869.55,0.942084,0.586772,2,3,0,2870.38,356.839,5.25697,0.551203,121.888
-2869.15,0.80701,0.586772,2,7,0,2870.37,357.287,5.68628,0.418125,259.154
-2872.34,0.607403,0.586772,2,3,0,2873.09,359.754,5.97339,0.206157,427.187
-2871.81,0.617663,0.586772,2,3,0,2874.18,359.469,5.58296,0.51808,192.746
-2870,0.974175,0.586772,3,7,0,2872.57,355.487,5.77481,0.536853,355.879
-2870.2,0.972565,0.586772,3,7,0,2870.93,358.075,5.95495,0.858692,117.973
-2869.48,0.423556,0.586772,2,7,1,2870.65,357.933,5.8783,0.339653,349.916
-2869.6,0.665683,0.586772,2,7,0,2869.96,357.76,5.44412,0.509903,194.978
-2870.41,0.9489,0.586772,2,7,0,2870.64,357.339,6.31695,0.349519,691.029
-2869.45,0.327847,0.586772,2,3,0,2872.05,357.599,5.65775,0.648013,379.349
-2869.98,0.623588,0.586772,2,5,1,2871.8,357.186,5.4097,1.47522,90.9024
-2869.19,0.643874,0.586772,2,4,1,2873.61,357.37,5.70954,0.445342,314.411
-2870.53,0.541231,0.586772,2,7,0,2871.4,358.191,4.85894,1.09729,460.2
-2870.51,0.964263,0.586772,3,7,0,2871.26,357.278,5.29044,2.03373,239.707
-2869.34,0.9822,0.586772,3,7,0,2871.21,357.115,5.87392,0.607431,255.854
-2870.4,0.832278,0.586772,2,7,0,2872.4,356.483,5.00592,0.50462,140.789
-2869.56,1,0.586772,3,7,0,2871.62,357.694,5.43891,0.655667,89.5717
-2869.07,0.907902,0.586772,3,7,0,2869.97,356.453,5.757,0.21558,289.552
-2869.6,0.607475,0.586772,1,3,0,2870.51,355.703,5.774,0.341607,277.56
-2869.83,0.684383,0.586772,2,7,0,2869.99,355.557,5.68695,0.436406,208.18
-2869.55,0.967829,0.586772,3,7,0,2870.25,356.069,5.5717,0.322083,230.923
-2870.67,0.334539,0.586772,2,3,0,2871.79,355.847,6.35241,0.482658,739.46
-2872.01,0.665511,0.586772,2,7,0,2872.69,355.967,4.99888,0.360288,180.211
-2870.15,0.878541,0.586772,2,7,0,2872.43,356.952,5.03068,0.528792,107.309
-2870.3,1,0.586772,3,7,0,2870.59,357.717,6.21224,0.90516,318.373
-2869.77,0.991816,0.586772,3,7,0,2871.19,355.769,5.70866,0.633372,319.176
-2869.55,0.957647,0.586772,2,7,0,2871.1,356.809,5.88353,0.820067,586.686
-2870.29,0.816693,0.586772,1,3,0,2870.69,356.926,6.22231,1.16021,34.8106
-2872.28,0.895788,0.586772,2,3,0,2872.68,355.012,6.41059,1.4444,196.582
-2871.05,0.988617,0.586772,3,7,0,2873.65,356.881,4.79375,0.52004,106.693
-2870.27,1,0.586772,1,1,0,2870.92,356.843,4.92529,0.577863,69.9728
-2869.78,1,0.586772,3,7,0,2870.61,357.684,5.76591,0.906764,223.568
-2870.05,0.808626,0.586772,3,7,0,2873.15,357.057,5.74744,1.41865,14.3852
-2869.57,0.928059,0.586772,3,7,0,2872.6,357.444,5.40599,0.898655,340.958
-2869.23,0.976611,0.586772,3,7,0,2870.23,357.354,5.90095,0.40376,275.358
-2869.23,0.127614,0.586772,2,3,0,2871.35,357.354,5.90095,0.40376,402.464
-2869.32,0.998542,0.586772,3,7,0,2869.43,357.188,5.45239,0.580768,174.447
-2870.53,0.854753,0.586772,2,3,0,2870.58,357.485,6.33623,1.07808,1081.88
-2871.38,0.961456,0.586772,3,7,0,2872.13,357.326,4.10987,0.991644,209.103
-2873.87,0.976948,0.586772,3,7,0,2874.24,357.017,7.43426,0.835685,1623.34
-2871.39,1,0.586772,2,3,0,2873.79,357.518,6.55873,1.59766,5792.16
-2870.04,0.424521,0.586772,3,7,0,2872.31,358.186,5.43011,0.443183,288.645
-2869.64,0.987526,0.586772,2,7,0,2870.2,356.059,6.03856,0.394444,374.286
-2869.72,0.886387,0.586772,2,3,0,2870.22,355.704,5.64649,0.289599,522.842
-2870.33,0.333333,0.586772,2,3,0,2873.33,355.567,5.12892,0.700651,219.059
-2871.39,0.950087,0.586772,2,3,0,2871.54,354.969,4.9502,0.714647,105.191
-2871.76,0.818857,0.586772,3,7,0,2873.69,358.934,5.18713,1.68226,2269.27
-2870.74,0.998049,0.586772,2,3,0,2871.97,358.545,5.12462,1.08525,71.2693
-2869.53,0.915554,0.586772,3,7,0,2873.92,356.702,5.2141,0.859823,177.63
-2869.37,0.994489,0.586772,3,7,0,2869.77,356.418,5.91949,0.508509,219.73
-2869,0.543179,0.586772,1,3,0,2870.32,356.753,5.87447,0.274207,380.016
-2869.36,0.483047,0.586772,1,3,0,2870.29,355.907,5.90486,0.198537,281.136
-2869.36,0.00470968,0.586772,2,3,0,2871.02,355.907,5.90486,0.198537,315.375
-2869.36,1.66996e-08,0.586772,1,1,0,2870.62,355.907,5.90486,0.198537,304.173
-2869.6,0.711242,0.586772,3,7,0,2869.81,356.076,5.66213,0.200352,238.129
-2869.6,0.119365,0.586772,3,7,0,2871.2,356.076,5.66213,0.200352,329.946
-2869.6,0.477799,0.586772,1,1,0,2870.21,356.076,5.66213,0.200352,350.44
-2869.16,0.412804,0.586772,2,5,1,2870.08,356.319,5.75638,0.343618,327.714
-2869.16,0.0671063,0.586772,1,2,1,2872.65,356.319,5.75638,0.343618,263.765
-2868.88,0.771694,0.586772,3,9,1,2869.51,356.522,5.87881,0.101345,389.674
-2870.32,0.530116,0.586772,3,7,0,2871.05,357.213,5.42671,1.82163,15.9268
-2870.19,0.986394,0.586772,2,7,0,2872.27,357.036,4.6842,1.46411,350.466
-2869.17,0.966408,0.586772,3,7,0,2870.88,357.116,5.94638,0.347142,531.539
-2869.4,0.863458,0.586772,2,7,0,2870.05,356.318,5.64437,0.654405,155.612
-2869.45,0.987408,0.586772,3,7,0,2870.14,357.196,5.32338,0.60436,308.853
-2871.07,0.926519,0.586772,3,7,0,2871.39,358.976,6.05826,0.341627,494.383
-2870.77,0.921507,0.586772,3,7,0,2872.39,355.311,5.19011,1.24609,318.863
-2871.47,0.985161,0.586772,3,7,0,2871.89,354.888,5.53531,1.32365,67.7483
-2869.77,1,0.586772,2,3,0,2871.41,356.134,5.18136,0.840078,153.99
-2869.46,0.942863,0.586772,3,7,0,2870.49,357.627,5.79806,0.595704,131.394
-2869.89,0.979445,0.586772,3,7,0,2870.01,356.2,5.17406,1.15938,137.547
-2872.68,0.880993,0.586772,2,3,0,2873.04,355.447,6.78261,0.553991,1074.03
-2871.38,1,0.586772,3,7,0,2872.81,357.413,3.91221,1.59374,4.43785
-2871.36,0.931326,0.586772,3,7,0,2873.27,355.087,4.72516,1.22009,455.919
-2870.56,0.886082,0.586772,3,7,0,2877.06,358.188,4.91818,0.755002,158.471
-2870.11,0.966551,0.586772,3,7,0,2871.47,355.642,5.34938,0.48703,132.121
-2870.51,0.890559,0.586772,3,7,0,2872.35,358.702,5.61812,0.604822,404.159
-2871.41,0.949173,0.586772,2,3,0,2871.57,359.061,5.30524,0.497215,397.139
-2871.48,0.349724,0.586772,2,3,0,2873.26,359.302,5.98717,0.316582,356.104
-2869.15,0.969334,0.586772,3,7,0,2871.59,357.19,5.69023,0.242139,272.929
-2869.15,0.473929,0.586772,3,7,0,2870.07,357.19,5.69023,0.242139,368.153
-2869.78,0.26099,0.586772,2,3,0,2870.83,356.419,6.05103,0.154557,563.976
-2869.78,0.168957,0.586772,2,3,0,2871.11,356.419,6.05103,0.154557,643.224
