# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = strength_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /Users/ddifrancesco/Github/DCE_guidance/tmp/strength_model_4.data.R
# init = 2 (Default)
# random
#   seed = 1286198031 (Default)
# output
#   file = /Users/ddifrancesco/Github/DCE_guidance/tmp/strength_model_samples_4.csv
#   diagnostic_file = /Users/ddifrancesco/Github/DCE_guidance/tmp/strength_model_diagnostics_4.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,strength,strength_m_log,strength_sd_log,p_strength,p_strength_m_log,p_strength_sd_log,g_strength,g_strength_m_log,g_strength_sd_log
-2869.69,0.986935,0.586772,3,7,0,2871.69,357.574,6.06295,-0.571999,0.957088,2.76343,0.27288,0.529707,1.63936,0.458561
-2870.1,0.653543,0.586772,2,7,0,2870.56,357.529,5.7735,0.267032,-0.35752,-1.18694,0.674037,0.495517,0.711528,1.29953
-2870.11,0.807929,0.586772,2,7,0,2870.61,357.615,5.42709,0.363965,-0.0393639,-1.61668,-0.0869301,0.564089,0.208646,1.34021
-2868.99,0.600407,0.586772,2,5,1,2870.66,356.471,5.82056,-1.5563,0.523283,-1.15744,2.15328,-0.347935,-0.431362,0.141193
-2869.71,0.53187,0.586772,2,7,0,2869.73,355.534,5.80958,-1.37635,0.11838,0.276237,-0.160342,-1.09846,-0.194825,0.18818
-2869.13,0.392507,0.586772,2,5,1,2870.71,356.421,5.94466,-1.75286,1.43066,-0.340394,-1.19456,-0.397929,3.22752,0.0168027
-2869.13,0.000130326,0.586772,1,3,1,2870.12,356.421,5.94466,-1.75286,-0.895471,-0.827285,-1.22162,-0.397929,3.22752,0.0168027
-2869.13,0.158876,0.586772,3,7,0,2869.66,356.421,5.94466,-1.75286,0.588916,-1.11463,0.604703,-0.397929,3.22752,0.0168027
-2869.44,0.333333,0.586772,2,3,0,2870.72,356.437,6.0468,-1.05997,-0.136316,0.265531,-2.15876,-0.382495,2.46833,0.103897
-2869.25,0.924437,0.586772,2,7,0,2869.67,357.359,5.66296,-1.36013,-0.58034,1.04598,0.307849,0.368574,-2.6136,-0.450408
-2869.5,0.468401,0.586772,2,3,0,2870.38,356.919,5.4326,-0.972287,0.656934,0.248796,-1.52044,0.0157509,-2.6776,-1.00554
-2869.5,0.556946,0.586772,1,3,0,2875.79,356.919,5.4326,-0.972287,0.621764,0.0531142,-4.74331,0.0157509,-2.6776,-1.00554
-2871.09,0.297529,0.586772,2,7,0,2871.98,355.475,5.82335,0.463347,0.533647,-0.546981,-1.5796,-1.14771,0.803516,1.58839
-2870.69,0.789915,0.586772,3,7,0,2872.05,357.249,5.83211,0.674497,-1.38674,0.481433,0.875409,0.271441,0.820092,1.96249
-2869.32,0.494663,0.586772,2,7,0,2871.1,357.457,5.5494,-0.72,0.0996227,0.564416,2.52213,0.441041,-0.841805,0.0281909
-2869.67,0.964604,0.586772,3,7,0,2869.85,355.892,5.97431,-0.866627,-0.324831,-0.456151,-0.525403,-0.816363,1.53844,0.36413
-2869.84,0.906985,0.586772,3,7,0,2870.84,358.227,5.63136,-0.773281,-0.676072,1.96808,-0.0924499,1.05714,-0.541565,0.16849
-2869.5,0.937775,0.586772,3,7,0,2870.37,356.146,5.5325,-0.962578,0.860389,1.52328,0.139207,-0.604501,-1.81806,-0.423952
-2870.25,0.964999,0.586772,3,7,0,2870.76,356.751,5.30331,0.590347,0.911986,0.274001,0.275053,-0.127064,0.127138,1.70354
-2870.74,0.943304,0.586772,3,7,0,2871.96,358.377,5.02202,-0.449171,0.84776,-0.539498,1.66698,1.17924,-2.08867,-1.17612
-2870.31,0.826075,0.586772,3,7,0,2872.31,355.597,5.49001,0.100431,-0.60666,-0.991206,2.43785,-1.04944,0.176058,0.985157
-2869.26,0.754542,0.586772,2,5,0,2873,356.971,5.78125,-0.493814,2.01958,1.15448,-2.0493,0.0491355,0.522408,0.585341
-2870.48,0.944922,0.586772,3,7,0,2870.75,355.045,5.75978,-0.836703,-0.163067,0.645926,0.796906,-1.49027,0.160313,0.365718
-2869.33,1,0.586772,2,3,0,2870.51,355.97,5.77004,-1.31438,1.29459,0.317453,-0.850562,-0.747642,-0.682236,0.116431
-2869.79,0.960648,0.586772,2,7,0,2870.44,355.434,5.89431,-1.74523,-0.447871,0.0938454,-1.40829,-1.18309,1.58202,0.160187
-2869.79,0.0325647,0.586772,2,3,0,2870.43,355.434,5.89431,-1.74523,0.327056,-1.65527,0.474765,-1.18309,1.58202,0.160187
-2869.79,1.08238e-09,0.586772,1,1,0,2871.37,355.434,5.89431,-1.74523,-0.048725,2.66705,-0.929392,-1.18309,1.58202,0.160187
-2869.79,0.0271768,0.586772,2,3,0,2871.4,355.434,5.89431,-1.74523,-0.20048,2.59768,1.07535,-1.18309,1.58202,0.160187
-2869.32,0.596379,0.586772,2,5,0,2870.28,357.524,5.58634,-0.849389,1.12076,-0.259753,0.906582,0.495318,-1.01483,-0.0412491
-2869.68,0.955605,0.586772,2,7,0,2870.02,357.358,5.27773,-0.693682,0.352589,0.761151,-0.769703,0.364949,-2.12887,-0.946647
-2869.45,0.803714,0.586772,2,3,0,2870.44,357.425,5.77337,-0.365491,0.0211507,-2.06299,-0.840169,0.412829,0.554115,0.670712
-2869.02,0.622046,0.586772,1,3,0,2870.91,356.853,5.75936,-1.08956,-0.835189,0.0201999,-2.35035,-0.0428006,-0.283252,0.213376
-2869.31,0.958034,0.586772,3,7,0,2869.49,356.079,5.91789,-1.32327,-0.252908,-0.636582,-0.507161,-0.666847,1.52074,0.240498
-2869.04,0.953287,0.586772,2,7,0,2869.41,357.272,5.91292,-1.47355,-0.625058,-0.790314,-0.2759,0.287677,1.56869,0.206538
-2869.35,0.79554,0.586772,1,1,0,2869.45,357.204,6.02685,-1.5167,0.167823,0.694742,0.0662702,0.226046,4.11166,-0.238782
-2870.06,0.422677,0.586772,2,7,1,2871.1,355.468,5.52137,-0.568453,0.787939,0.96557,-1.36211,-1.15029,-0.576078,0.180023
-2870.95,0.726876,0.586772,2,7,0,2871.42,354.999,5.22131,-0.286181,0.247681,1.07383,-0.89174,-1.52572,-0.932195,0.000422356
-2870.9,0.771197,0.586772,3,7,0,2871.66,354.871,5.6087,-0.459748,0.288888,1.75445,-0.682738,-1.62927,-0.0510488,0.457893
-2869.43,0.357075,0.586772,2,7,1,2872.91,357.936,5.74513,-1.39759,2.16616,1.09987,-1.4305,0.826512,-1.46788,-0.0520597
-2868.99,1,0.586772,2,3,0,2869.41,357.227,5.89656,-1.57901,0.785684,0.334243,0.412351,0.252531,1.32434,0.1984
-2868.99,0.00125606,0.586772,2,3,0,2870.95,357.227,5.89656,-1.57901,-0.136511,3.12784,-0.599999,0.252531,1.32434,0.1984
-2870.18,0.838133,0.586772,2,7,0,2872.39,356.286,5.46573,0.435312,-0.50821,-1.10075,2.60494,-0.498454,0.294065,1.47506
-2874.29,0.835137,0.586772,2,3,0,2874.74,354.19,4.98898,-0.953248,0.453777,-0.984638,0.742626,-2.15938,-5.93872,-4.83596
-2870.64,0.616581,0.586772,3,7,0,2875.58,358.693,5.74059,-0.302729,1.64647,3.62605,1.81138,1.42725,0.480668,0.701923
-2869.48,0.967548,0.586772,1,3,0,2871.35,357.643,5.58186,-0.415242,1.72763,0.68309,0.489535,0.588466,-0.101139,0.456868
-2869.94,0.915682,0.586772,3,7,0,2871.29,356.055,5.39239,-1.00516,-0.255619,-0.35513,-2.18844,-0.674092,-3.21127,-1.37349
-2869.94,0.176937,0.586772,2,3,0,2871.87,356.055,5.39239,-1.00516,-0.136115,3.16623,0.2402,-0.674092,-3.21127,-1.37349
-2869.31,0.821607,0.586772,1,3,0,2871.86,357.239,5.57993,-0.420952,1.67626,0.875217,1.71392,0.265252,-0.112762,0.44967
-2869.59,0.99016,0.586772,3,7,0,2869.63,357.854,5.62713,-0.490091,0.0549577,0.128572,-0.382049,0.756955,-0.0470893,0.441996
-2869.52,0.494991,0.586772,2,6,1,2870.47,358.041,5.931,-1.52363,0.416218,-0.0612748,1.77322,0.901335,1.99134,0.164526
-2869.84,0.336324,0.586772,2,7,1,2870.36,358.186,5.62063,-1.17484,-0.085973,-0.774855,1.21999,1.02847,-2.10918,-0.402039
-2869.29,0.920616,0.586772,1,3,0,2871.13,357.022,5.58482,-1.20209,-1.75258,0.619113,0.104461,0.0988892,-2.65824,-0.649574
-2870.24,0.59292,0.586772,2,5,1,2871.17,355.885,5.69155,0.207982,-0.475032,0.0520621,1.72519,-0.819895,0.57078,1.20908
-2869.96,0.967247,0.586772,2,7,0,2871.44,355.402,5.69929,-1.20155,0.99794,0.111481,-1.83689,-1.20127,-1.22426,-0.033891
-2872.15,0.47844,0.586772,2,7,0,2875.41,358.758,6.50458,0.158384,-2.00554,-0.57066,-1.81954,1.47702,1.95766,0.889832
-2872.44,0.936745,0.586772,3,7,0,2872.98,354.771,5.74909,0.688719,-0.480102,-1.41346,-0.340705,-1.71139,0.718223,1.98739
-2872.58,0.995772,0.586772,2,3,0,2872.93,354.598,5.55878,0.662015,-0.286465,0.994097,0.64555,-1.84963,0.475721,1.91276
-2870.53,0.977504,0.586772,3,7,0,2873.42,358.289,5.08692,0.193244,-1.71104,0.702322,2.03303,1.10429,-0.452832,0.784389
-2871.52,0.957316,0.586772,2,3,0,2871.74,358.671,4.79758,0.54826,-0.568606,-0.351383,-0.206342,1.40966,-0.564782,1.33714
-2871.69,0.861869,0.586772,2,3,0,2872.7,358.679,4.58684,-0.169685,-0.405229,-0.291384,-1.82456,1.41985,-2.23224,-1.51285
-2871.98,0.193364,0.586772,2,7,0,2874,358.678,4.79438,0.815191,-0.41629,1.05475,2.51689,1.4147,-0.418722,2.02774
-2873.94,0.972364,0.586772,3,7,0,2874.82,358.41,3.53605,0.0272308,1.00842,1.2408,0.0581919,1.20636,-3.68524,-4.18272
-2873.33,1,0.586772,2,3,0,2874.31,358.089,3.57596,0.0568906,0.753877,-1.20047,-1.17406,0.949083,-3.48099,-3.68236
-2874.12,0.893994,0.586772,3,7,0,2874.62,358.295,3.34449,0.122347,0.0220806,-0.0290642,-1.35356,1.11341,-3.64173,-3.90864
-2873.14,1,0.586772,2,3,0,2874.66,358.707,3.83111,0.912331,-0.561734,2.32203,1.07699,1.4383,-1.49973,1.81145
-2872.51,0.639992,0.586772,3,7,0,2878.18,359.252,4.62496,-0.132958,-0.256106,-4.1566,2.95278,1.87791,-2.01764,-1.19264
-2870.12,1,0.586772,2,3,0,2872.48,358.147,5.40265,-0.031409,-1.60886,2.13765,0.00606214,0.9912,-0.106657,0.72548
-2870.55,0.997534,0.586772,3,7,0,2870.8,355.872,4.64905,0.125128,-0.594847,0.327609,-0.312516,-0.828007,-1.30514,-0.0360847
-2870.54,0.990995,0.586772,2,7,0,2871.59,357.83,6.3616,-0.63936,-0.735094,-1.44876,1.12029,0.731182,3.09132,-0.305304
-2869.66,0.964868,0.586772,3,7,0,2870.57,357.985,5.57392,-0.920081,0.416481,1.99839,0.455505,0.865094,-1.35669,-0.193374
-2869.32,1,0.586772,3,7,0,2869.89,357.057,5.71068,-0.361277,-0.89289,0.266026,0.59903,0.11854,0.366262,0.639193
-2869.45,0.974743,0.586772,3,7,0,2869.69,356.237,5.84274,-0.545611,0.0421282,0.593767,0.783412,-0.537846,0.744882,0.576272
-2869.65,0.777791,0.586772,2,7,0,2869.85,356.046,5.43058,-0.284092,0.274178,-0.875512,0.120736,-0.689241,-0.353957,0.403986
-2869.67,0.995977,0.586772,3,7,0,2869.87,357.782,5.94231,-0.538597,0.0548999,-0.50727,0.732879,0.696994,1.12549,0.572139
-2869.1,0.96488,0.586772,3,7,0,2869.82,356.548,5.71022,-1.04461,-0.662422,-1.27372,-0.754412,-0.286246,-0.632871,0.128538
-2872.31,0.631672,0.586772,2,5,0,2873.25,354.593,5.71998,0.449919,-0.529933,-0.336033,1.67626,-1.85324,0.658588,1.55891
-2870.33,0.995479,0.586772,3,7,0,2872.83,357.241,4.5381,0.0815986,1.83297,-1.13875,-1.07991,0.267477,-1.60039,-0.440907
-2868.93,0.996567,0.586772,3,7,0,2870.46,356.961,5.90579,-1.75835,-0.390485,1.07392,2.12483,0.0380485,1.85423,0.145616
-2868.93,0.114867,0.586772,2,3,0,2869.32,356.961,5.90579,-1.75835,0.0773933,1.4189,0.152025,0.0380485,1.85423,0.145616
-2869.35,0.602257,0.586772,2,5,0,2869.83,356.295,5.70584,-1.69899,-0.846381,0.385816,0.387183,-0.477986,-4.37532,-0.680508
-2869.35,1.2327e-08,0.586772,1,1,0,2871.18,356.295,5.70584,-1.69899,-0.930961,2.55354,-0.594858,-0.477986,-4.37532,-0.680508
-2869.91,0.698328,0.586772,2,7,0,2870.47,355.666,5.51922,-0.979485,-0.637728,0.266655,-1.07997,-0.987861,-1.99685,-0.517133
-2869.91,0.449862,0.586772,2,3,0,2870.76,355.666,5.51922,-0.979485,0.276301,-1.85924,-0.748371,-0.987861,-1.99685,-0.517133
-2869.97,0.890941,0.586772,2,7,0,2870.92,357.856,5.60674,0.0613924,0.892398,0.931436,1.09892,0.757552,0.364935,0.997209
-2870.88,0.966586,0.586772,3,7,0,2871.33,355.94,4.48589,-0.0680867,-0.659215,0.0281723,0.856053,-0.771812,-2.10559,-1.27618
-2870.35,1,0.586772,2,3,0,2870.86,356.146,4.68202,-0.0460388,-0.483602,-1.35782,-0.24756,-0.607682,-1.6264,-0.606363
-2872.13,0.830695,0.586772,2,3,0,2872.2,355.782,4.3672,-0.373645,0.276423,0.294438,-0.169938,-0.893304,-3.81475,-4.10735
-2870.22,1,0.586772,2,3,0,2872.3,357.062,4.73881,0.46084,1.04567,1.86341,1.71553,0.123013,-0.714376,1.06918
-2871.61,0.940872,0.586772,2,3,0,2871.77,355.225,4.40547,0.147497,0.0661757,0.782131,-0.412696,-1.34473,-1.68697,-0.443985
-2870.04,0.769232,0.586772,3,7,0,2872.79,358.318,6.00503,-1.6902,-0.943592,1.56858,-2.56103,1.11584,4.63705,-0.264476
-2869.84,0.56811,0.586772,2,3,0,2869.99,358.179,5.72583,-1.78595,-0.507037,0.153691,-0.10022,1.03088,-4.79709,-0.689557
-2869.22,0.247992,0.586772,3,7,0,2869.64,357.823,5.83318,-1.78993,-0.74333,0.730735,-0.0384371,0.735127,-0.847712,0.0882013
-2869.22,0.273742,0.586772,1,3,1,2870.27,357.823,5.83318,-1.78993,-0.88979,0.687712,1.36035,0.735127,-0.847712,0.0882013
-2869.22,1.35185e-53,0.586772,1,1,0,2872.38,357.823,5.83318,-1.78993,0.136443,-3.88346,1.03465,0.735127,-0.847712,0.0882013
-2869.22,1.49949e-07,0.586772,1,3,1,2874.28,357.823,5.83318,-1.78993,1.4333,-4.29029,-1.19838,0.735127,-0.847712,0.0882013
-2870.03,0.200402,0.586772,2,5,0,2870.39,357.732,6.09614,-1.64907,0.323147,0.858605,-0.760323,0.641107,6.95127,-1.07458
-2870.03,3.5197e-08,0.586772,1,2,1,2872.2,357.732,6.09614,-1.64907,-0.102668,-0.216999,-2.82482,0.641107,6.95127,-1.07458
-2869.52,0.333333,0.586772,2,3,0,2871.08,357.325,6.08419,-0.985509,-0.698746,-0.804616,2.07603,0.327854,2.55958,0.0699903
-2870.22,0.283063,0.586772,3,7,0,2872.17,357.613,4.73341,0.146467,0.109396,2.45048,-1.7308,0.565056,-1.12162,0.177837
-2870.22,0.841022,0.586772,1,3,0,2873.4,357.613,4.73341,0.146467,1.95601,-2.23323,0.381592,0.565056,-1.12162,0.177837
-2872.09,0.893666,0.586772,2,7,0,2873.11,356.268,3.64527,0.335445,-0.856668,-0.912776,1.27832,-0.510319,-2.49503,-1.14478
-2872.01,0.774867,0.586772,3,7,0,2874.67,356.19,6.94517,0.0976324,1.17187,3.13073,-0.205188,-0.578749,2.82513,0.161258
-2873.81,0.570777,0.586772,2,3,0,2880.66,354.582,5.64815,1.12862,0.847178,-2.96629,-4.20692,-1.86248,0.624835,3.0862
-2869.78,1,0.586772,2,3,0,2874.15,356.844,6.2017,-0.623371,1.89018,-0.579408,-2.88934,-0.0559159,2.33028,0.170022
-2869.44,0.591261,0.586772,2,3,0,2872.14,357.189,5.44195,-0.165258,0.445028,-3.36303,1.27648,0.225002,-0.165276,0.582732
-2874.59,0.780921,0.586772,2,3,0,2875.65,354.416,5.10562,1.31892,-0.0582411,0.661765,1.90489,-1.9955,0.0509235,3.69753
-2869.14,0.8,0.586772,2,5,1,2874.98,356.794,5.97472,-1.45931,-2.0301,-0.22844,3.58437,-0.0976153,2.78107,0.0561726
-2869.14,0.0520413,0.586772,2,7,0,2872.07,356.794,5.97472,-1.45931,-1.77887,2.34369,0.51869,-0.0976153,2.78107,0.0561726
-2869.4,0.198891,0.586772,1,3,1,2871.35,356.476,5.4615,-0.820366,-0.371904,-1.81213,2.15001,-0.341581,-1.67827,-0.44724
-2868.94,0.333337,0.586772,2,3,0,2870.99,356.847,5.87049,-1.51334,-0.564588,-1.62237,2.25382,-0.0501574,0.729806,0.219215
-2871.12,0.693179,0.586772,3,7,0,2871.37,356.355,4.37547,-0.187316,0.459523,0.3821,0.610046,-0.437712,-2.80687,-2.44533
-2869.41,0.846648,0.586772,3,7,0,2872.23,357.2,5.75906,-0.306603,-0.77588,-1.04811,2.90105,0.23272,0.538894,0.70969
-2869.61,0.992307,0.586772,3,7,0,2869.67,357.024,5.80141,-0.0533737,-0.213741,-0.341983,-0.141947,0.0912668,0.716409,0.941532
-2870.81,0.958305,0.586772,2,7,0,2871.84,356.449,4.7454,0.803666,-0.269552,-2.24898,0.317856,-0.368506,-0.481238,1.97744
-2872.53,0.9363,0.586772,2,3,0,2872.88,355.144,3.97581,0.207136,-0.242351,-0.710151,-0.922147,-1.40916,-2.27757,-1.14716
-2873.17,0.999472,0.586772,2,3,0,2873.43,354.767,3.89201,0.55342,0.0567946,-0.140759,-0.963902,-1.71301,-1.7624,0.443816
-2870,0.981614,0.586772,3,7,0,2873.98,357.349,5.26634,0.385277,-1.95639,-3.04426,0.196689,0.352135,-0.0170401,1.29649
-2871.26,0.503291,0.586772,2,7,0,2874.34,356.52,4.33953,-0.222501,1.1384,3.26425,1.07383,-0.305255,-3.05872,-2.88526
-2869.78,1,0.586772,2,7,0,2872.17,357.079,4.97642,-0.214646,0.786356,3.27305,0.154411,0.138646,-1.40848,-0.441707
-2869.28,0.916216,0.586772,2,7,0,2870.31,357.513,5.66863,-0.750066,-0.0698177,-2.18888,0.677266,0.484972,-0.275054,0.273654
-2869.91,0.946136,0.586772,2,7,0,2870.24,356.19,5.06398,0.0788306,-0.409493,0.0641419,0.928486,-0.573949,-0.629145,0.519561
-2870.04,0.9945,0.586772,2,3,0,2870.1,356.208,5.08214,0.278324,0.19126,0.190874,0.348617,-0.560062,-0.372559,0.960165
-2870.36,0.996014,0.586772,3,7,0,2870.72,356.983,4.46877,0.240532,0.642812,-0.70418,-0.270686,0.0607246,-1.40212,0.044913
-2869.78,0.96207,0.586772,3,7,0,2871.15,357.821,5.69641,-0.159685,-0.708073,1.46367,-1.57593,0.729348,0.443707,0.806011
-2869.16,0.419862,0.586772,3,7,0,2870.54,357.371,5.70326,-1.36586,0.782537,2.25,0.510731,0.376468,-1.99259,-0.218011
-2868.9,0.534501,0.586772,2,5,1,2869.49,357.004,5.86853,-1.70987,-0.56622,0.569954,-1.13922,0.0758762,0.586838,0.178293
-2869.14,0.466515,0.586772,2,6,1,2870.23,356.302,5.82929,-1.20761,0.896843,0.266846,-1.50632,-0.484733,0.308918,0.274716
-2869.77,0.870761,0.586772,3,7,0,2869.91,357.802,5.45352,-0.0971415,0.0214366,-0.697954,-0.377964,0.715159,-0.0643871,0.686561
-2869.58,0.981757,0.586772,2,7,0,2871.58,356.367,5.50698,-1.1509,0.992715,-2.7454,0.130321,-0.42405,-3.17994,-1.04404
-2871.83,0.474867,0.586772,2,5,0,2872.02,358.298,6.15905,0.717044,0.281008,0.00122959,0.714918,1.10988,1.22523,2.02999
-2870.97,0.998706,0.586772,3,7,0,2872.06,355.046,5.55884,-1.42585,0.181287,0.705785,1.90214,-1.47602,-4.86851,-1.46067
-2869.7,0.6,0.586772,2,5,0,2872.29,355.755,5.65404,-0.63369,1.32046,0.465036,2.39775,-0.92192,-0.128012,0.358421
-2869.1,0.582818,0.586772,3,15,0,2870.08,357.102,5.69773,-1.38323,-0.915476,1.52301,0.462075,0.161597,-2.16932,-0.26614
-2869.26,0.847135,0.586772,3,7,0,2869.62,356.517,5.99523,-1.25525,0.0607482,1.09786,0.679255,-0.318883,2.45841,0.111105
-2869.32,0.992078,0.586772,3,7,0,2869.49,357.112,5.89829,-0.573275,-0.536932,-0.177967,-0.0882614,0.161213,0.961982,0.562387
-2869.68,0.96998,0.586772,2,3,0,2869.86,356.773,6.14024,-0.522598,0.46888,-0.532342,-0.0439204,-0.111687,1.88859,0.396059
-2872.23,0.791518,0.586772,3,7,0,2872.9,358.081,3.86153,0.841078,-0.670912,-0.538877,1.1492,0.937951,-1.51399,1.5606
-2872.04,0.910498,0.586772,3,7,0,2873.87,356.183,4.19759,1.10426,1.2973,-1.39538,1.34959,-0.581433,-0.986743,2.7077
-2871.45,0.851354,0.586772,2,7,0,2873.05,358.112,4.14512,0.396618,-1.07951,-0.708133,1.76763,0.963768,-1.64009,0.123882
-2870.4,0.897867,0.586772,2,3,0,2872.63,356.416,4.80921,0.566104,-0.919903,2.73326,1.1047,-0.394419,-0.534667,1.39451
-2869.49,0.677727,0.586772,2,5,0,2870.99,356.646,6.0782,-1.30148,-0.429741,-0.986613,2.12109,-0.218696,3.79858,-0.275905
-2871.47,0.469241,0.586772,3,7,0,2872.32,357.596,4.47186,0.979748,1.12592,0.173905,0.652123,0.549216,-0.726507,2.38458
-2871.38,0.999004,0.586772,2,3,0,2871.7,357.277,4.52613,1.01504,0.559175,-0.434831,0.627612,0.293638,-0.651471,2.51929
-2871.96,0.882616,0.586772,2,3,0,2873.19,356.768,4.65283,1.25209,0.374748,-0.562296,2.01156,-0.113663,-0.447241,3.37514
-2871.28,0.958927,0.586772,3,7,0,2873.1,356.586,3.95458,0.315597,0.365808,2.47033,1.48007,-0.256494,-2.06783,-0.593994
-2871.77,0.831217,0.586772,2,3,0,2872.33,356.735,3.92482,0.934926,0.2619,0.270072,1.38191,-0.139087,-1.3761,1.95957
-2871.82,0.684266,0.586772,2,7,0,2874.53,358.8,5.07283,0.677432,0.845914,2.8299,-1.69739,1.51255,-0.136118,1.79958
-2873.77,0.954117,0.586772,3,7,0,2874.63,353.939,4.55306,0.156734,0.0457757,1.82379,0.913502,-2.37441,-1.40886,-0.0962608
-2871.58,0.91627,0.586772,3,7,0,2876.23,356.361,6.79224,0.222951,2.46426,2.12163,-1.05739,-0.440999,2.37889,0.712209
-2871.65,0.966178,0.586772,2,3,0,2872.93,356.915,6.87522,0.197868,-0.445961,2.46924,0.18962,0.00209106,2.54688,0.548677
-2870.84,0.915001,0.586772,3,7,0,2872.27,356.953,4.36348,-0.0992018,0.036952,2.43498,1.06418,0.0394523,-2.48292,-1.89012
-2871.23,0.955632,0.586772,3,7,0,2871.77,357.163,6.7401,-0.0646189,0.219597,-1.08676,1.01714,0.199752,2.72092,0.0920472
-2871.69,0.956182,0.586772,3,7,0,2872.81,356.306,3.81242,0.310723,-0.141373,1.04453,-1.81979,-0.479923,-2.29596,-0.922589
-2871.81,0.871416,0.586772,3,7,0,2873.31,358.535,4.76583,0.819122,0.302271,2.16547,-1.44523,1.30016,-0.45107,2.02641
-2871.02,0.655938,0.586772,2,3,0,2874.63,359.029,5.93796,-0.816041,-0.653514,2.30868,-2.95308,1.69417,1.21698,0.426957
-2870.99,0.401687,0.586772,3,7,0,2871.74,359.076,5.68248,-1.30601,0.440856,0.543617,1.46597,1.74023,-2.0572,-0.279925
-2870.99,0.240798,0.586772,2,3,0,2871.92,359.076,5.68248,-1.30601,0.124991,1.60619,1.26488,1.74023,-2.0572,-0.279925
