# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = strength_model_model
# start_datetime = 2022-09-16 08:52:57 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /Users/ddifrancesco/Github/DCE_guidance/tmp/strength_model_2.data.R
# init = 2 (Default)
# random
#   seed = 1286197972 (Default)
# output
#   file = /Users/ddifrancesco/Github/DCE_guidance/tmp/strength_model_samples_2.csv
#   diagnostic_file = /Users/ddifrancesco/Github/DCE_guidance/tmp/strength_model_diagnostics_2.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,strength,strength_m_log,strength_sd_log,strength_post_pred
-2870.19,0.971471,0.404006,3,7,0,2870.43,356.207,5.71976,1.39372,249.01
-2869.98,0.988439,0.404006,3,7,0,2870.86,356.485,4.82547,1.08488,283.303
-2869.32,0.998045,0.404006,4,15,0,2870.09,356.694,5.87564,0.586652,361.84
-2869.61,0.991343,0.404006,3,7,0,2869.88,355.949,5.584,0.62785,262.27
-2869.69,0.826237,0.404006,3,9,0,2870.26,358.37,5.86415,0.115943,378.295
-2869.69,0.011914,0.404006,2,7,0,2870.88,358.37,5.86415,0.115943,237.079
-2870.68,0.0891297,0.404006,2,5,1,2871.3,358.54,6.04467,0.14948,438.174
-2870.68,0.00473334,0.404006,2,3,0,2873.2,358.54,6.04467,0.14948,510.903
-2869.06,0.453266,0.404006,3,7,0,2871.34,356.909,5.70081,0.270482,340.201
-2869.26,0.964442,0.404006,2,7,0,2870.71,357.756,5.78341,0.260873,332.793
-2869.76,0.998045,0.404006,3,7,0,2870.14,356.157,5.59549,0.981045,1921.3
-2869.26,0.991505,0.404006,3,15,0,2870.42,355.979,5.83181,0.205797,289.322
-2869.26,2.00942e-07,0.404006,1,1,0,2871.87,355.979,5.83181,0.205797,431.781
-2869.26,0.000540565,0.404006,2,3,0,2873.3,355.979,5.83181,0.205797,304.395
-2870.02,0.311833,0.404006,3,15,0,2871.57,355.796,5.20136,0.853437,91.4517
-2869.3,0.995626,0.404006,3,7,0,2870.28,357.532,5.72258,0.503541,603.805
-2870.17,0.958089,0.404006,3,7,0,2870.48,356.356,6.10197,1.08679,663.642
-2869.46,0.986527,0.404006,3,7,0,2870.26,356.206,5.49421,0.466469,153.151
-2870.25,0.647967,0.404006,2,7,0,2874.17,356.856,6.36877,0.502868,224.283
-2869.42,0.985515,0.404006,2,3,0,2870.54,357.061,6.00426,0.548923,517.046
-2870.46,0.65465,0.404006,1,3,0,2871.85,357.495,6.27412,0.298161,570.298
-2869.88,1,0.404006,2,3,0,2870.47,356.971,5.45858,0.274368,231.463
-2869.81,1,0.404006,2,7,0,2870.77,358.156,5.92769,0.419689,323.576
-2869.99,0.727368,0.404006,2,7,0,2871.56,356.767,6.19758,0.865726,258.606
-2870.59,0.985856,0.404006,3,7,0,2870.72,357.715,4.67149,0.800477,56.8328
-2870.43,0.927631,0.404006,2,3,0,2871.55,358.01,4.92762,1.36159,360.465
-2870.39,0.997686,0.404006,3,7,0,2871.04,357.273,4.4877,1.22678,126.633
-2870.44,0.997094,0.404006,3,7,0,2870.68,356.893,4.58829,1.74754,1.68867
-2870.88,0.962572,0.404006,3,7,0,2872.67,358.884,5.66645,0.717405,218.537
-2870.23,0.977686,0.404006,3,7,0,2871.86,356.942,6.2462,1.05435,1429.94
-2870.8,0.967545,0.404006,2,7,0,2872.17,355.272,5.95789,0.932535,321.523
-2869.95,0.976999,0.404006,3,7,0,2871.87,357.372,6.22812,0.613066,460.327
-2870.58,0.965869,0.404006,2,3,0,2870.75,357.26,6.48582,0.64444,1624.61
-2872.22,0.910229,0.404006,3,7,0,2873.44,358.664,4.16067,1.11916,64.2972
-2871.53,0.976744,0.404006,3,7,0,2873.39,355.341,6.46316,0.940261,344.694
-2870.23,0.459749,0.404006,3,7,0,2872.31,355.947,6.22227,0.405692,974.425
-2869.18,0.788387,0.404006,3,7,0,2870.74,357.19,5.66495,0.262187,236.65
-2869.37,0.95718,0.404006,1,3,0,2869.67,357.554,5.65124,0.252226,358.351
-2870.18,0.722687,0.404006,3,7,0,2870.85,356.454,4.6902,1.29,418.093
-2871.14,0.947831,0.404006,2,7,0,2872.69,359.036,5.64968,0.733608,420.189
-2871.7,0.890133,0.404006,3,7,0,2874.97,358.662,6.29384,1.24754,1785.34
-2869.72,0.998398,0.404006,3,7,0,2872.2,357.122,6.09945,0.716822,319.606
-2869.9,0.970774,0.404006,3,7,0,2871.05,356.358,5.16774,0.529026,141.963
-2869.54,0.985322,0.404006,3,7,0,2870.2,356.064,5.48404,0.511061,377.277
-2869.19,0.989305,0.404006,3,7,0,2869.83,357.212,5.63529,0.499684,324.731
-2869.4,0.992666,0.404006,3,7,0,2869.63,357.469,5.56453,0.669508,590.764
-2869.88,0.976619,0.404006,2,3,0,2869.93,357.933,5.76696,0.817526,852.034
-2870.29,0.997055,0.404006,3,7,0,2870.99,356.942,5.20568,1.86751,48.2766
-2869.22,0.999679,0.404006,3,7,0,2870.77,356.947,6.0033,0.275786,428.729
-2869.52,0.87795,0.404006,4,15,0,2872.37,356.372,5.75041,0.778154,252.092
-2869.62,0.966429,0.404006,2,7,0,2871.54,356.897,5.33587,1.11406,3365.53
-2869.84,0.989947,0.404006,3,7,0,2870.18,357.772,5.25055,0.972273,559.53
-2871.74,0.924055,0.404006,2,3,0,2872.08,357.166,5.13385,3.34268,3.64256
-2872.76,0.84607,0.404006,3,7,0,2874.04,357.407,4.47223,0.519343,486.287
-2869.36,0.651212,0.404006,3,7,0,2877,356.018,5.75794,0.16341,335.239
-2869.91,0.117905,0.404006,2,5,1,2873.36,357.843,6.11068,0.500284,1027.6
-2869.16,0.997014,0.404006,3,11,0,2870.2,357.54,5.75466,0.228807,269.815
-2870.47,0.662782,0.404006,3,15,0,2871.39,355.752,5.42704,0.285697,187.911
-2869.85,1,0.404006,1,1,0,2870.35,355.769,5.5768,0.285472,195.64
-2871.82,0.992159,0.404006,3,7,0,2872.27,358.239,5.38819,2.68456,49.195
-2870.12,0.769287,0.404006,2,5,0,2873.32,358.153,5.57283,0.250863,186.514
-2870.12,0.634116,0.404006,1,3,0,2872.33,358.451,5.75043,0.527156,170.494
-2869.47,0.67488,0.404006,2,7,0,2871.01,357.879,5.66914,0.364363,310.172
-2869.91,0.850188,0.404006,2,7,0,2872.66,356.908,5.25999,0.410089,323.539
-2869.65,0.999893,0.404006,2,7,0,2870.32,357.261,5.24592,0.532711,135.299
-2869.72,0.474352,0.404006,2,3,0,2872.27,357.24,5.64137,1.11547,305.661
-2870.17,0.699349,0.404006,2,7,0,2872.42,358.074,5.98082,0.803622,646.232
-2870.12,0.701059,0.404006,3,11,0,2871.1,356.061,5.56975,1.30668,374.717
-2869.89,0.996652,0.404006,3,7,0,2870.49,356.723,5.698,1.29272,2022.18
-2869.66,0.789273,0.404006,2,7,0,2870.27,356.829,6.10414,0.649906,866.024
-2869.79,0.996842,0.404006,3,7,0,2869.8,356.877,5.07374,0.623683,132.203
-2871.47,0.878579,0.404006,3,7,0,2874.19,355.231,5.25619,1.92092,61.8489
-2871.21,1,0.404006,3,7,0,2871.88,355.259,4.98459,1.63141,873.691
-2869.24,0.983526,0.404006,3,7,0,2871.63,356.572,5.55261,0.475249,176.005
-2869.57,0.607603,0.404006,3,15,0,2870.14,357.579,5.33455,0.684783,175.682
-2869.46,0.998419,0.404006,3,7,0,2869.69,356.946,5.59492,0.896772,542.846
-2869.48,0.992427,0.404006,3,7,0,2869.91,357.057,5.59639,0.910829,849.263
-2870.46,0.964505,0.404006,3,7,0,2870.72,356.644,6.42873,0.87136,1371.15
-2870.05,0.924375,0.404006,2,5,0,2870.84,356.965,6.29736,0.68448,418.85
-2869.26,0.997163,0.404006,2,3,0,2870.14,357.381,5.76217,0.522479,419.906
-2869.56,0.783579,0.404006,2,5,0,2871.17,357.202,5.5546,0.258596,272.93
-2869.13,0.996718,0.404006,2,7,0,2870.81,356.412,5.73012,0.237349,499.739
-2870.73,0.657893,0.404006,3,7,0,2872.29,358.684,5.76353,0.836449,200.88
-2870.26,0.800282,0.404006,3,7,0,2874.79,356.228,6.2027,0.267552,369.359
-2869.09,0.393358,0.404006,2,3,0,2870.08,356.257,5.80921,0.209107,464.442
-2869.44,0.399099,0.404006,2,7,1,2870.76,355.914,5.72289,0.363378,240.244
-2870.06,0.801484,0.404006,1,3,0,2871.39,356.504,5.29213,0.369537,333.49
-2869.43,0.776555,0.404006,2,3,0,2871.19,356.17,5.70705,0.579751,218.879
-2869.75,0.838557,0.404006,3,7,0,2872.89,357.724,5.94986,0.693154,613.131
-2870.88,0.91914,0.404006,3,7,0,2872.08,356.648,4.74418,2.37595,117.311
-2870.97,0.973689,0.404006,3,7,0,2872.23,358.269,4.98095,0.547776,77.7433
-2869.92,1,0.404006,3,7,0,2871.21,356.648,5.38049,1.42757,107.417
-2872.25,0.90614,0.404006,2,3,0,2872.61,357.491,4.64417,0.485953,137.419
-2873.03,0.666418,0.404006,3,7,0,2873.81,356.578,6.85293,2.88171,20.5819
-2872.4,1,0.404006,2,3,0,2873.01,356.637,6.8158,2.30104,2592.75
-2870.83,1,0.404006,2,3,0,2872.59,357.158,6.25337,1.65757,169.67
-2870.74,0.962383,0.404006,3,7,0,2872.15,358.704,5.42883,0.892556,225.411
-2872.35,0.966094,0.404006,3,7,0,2873.48,357.674,6.75436,0.46397,994.049
-2872.02,1,0.404006,1,1,0,2872.59,357.69,6.73498,0.505577,1069.13
-2870.72,0.814059,0.404006,3,7,0,2874.23,356.776,4.62009,2.13543,633.553
-2869.81,0.961108,0.404006,2,7,0,2873.67,355.826,5.80393,0.678108,88.7088
-2870.46,0.999387,0.404006,3,7,0,2871.09,357.718,4.6312,1.40285,59.7472
-2871.98,0.865796,0.404006,2,3,0,2872.77,357.214,4.75613,3.53055,37.1397
-2871.87,0.956273,0.404006,2,7,0,2875.46,355.014,6.43583,0.848966,1138.7
-2870.58,0.992237,0.404006,3,7,0,2872.29,357.692,4.59845,0.896721,87.5139
-2870.99,0.796261,0.404006,2,5,0,2873.53,357.395,4.20081,1.82318,60.2864
-2870.6,0.990285,0.404006,3,7,0,2871.67,355.916,4.67638,1.50404,12.5168
-2870.88,0.96717,0.404006,3,7,0,2871.59,357.161,6.48032,0.427206,1235.52
-2869.65,1,0.404006,3,7,0,2871.08,356.14,5.33971,0.559301,139.509
-2869.97,0.933544,0.404006,3,7,0,2871.68,355.602,5.96316,0.470686,614.451
-2870.16,0.995344,0.404006,3,7,0,2871.24,356.041,5.32104,1.39543,577.472
-2868.94,0.579376,0.404006,2,5,1,2871.3,356.75,5.89994,0.176819,333.078
-2868.94,0.0290602,0.404006,3,7,0,2870.7,356.75,5.89994,0.176819,394.992
-2868.94,0.0129444,0.404006,2,3,0,2870.69,356.75,5.89994,0.176819,351.149
-2869.08,0.356038,0.404006,3,15,0,2869.64,357.442,5.86725,0.252972,214.801
-2870.15,0.671731,0.404006,3,7,0,2871.04,358.037,6.15484,0.396764,536.883
-2869.26,0.936958,0.404006,2,3,0,2871.01,357.077,5.80528,0.577167,441.937
-2869.8,0.781714,0.404006,2,7,0,2870.3,358.286,5.7281,0.235366,347.466
-2869.33,0.948699,0.404006,2,7,0,2870.34,357.306,5.99757,0.381825,415.303
-2870.64,0.669004,0.404006,2,6,1,2871.26,357.334,5.66819,2.00743,751.582
-2871.01,0.98059,0.404006,2,3,0,2871.3,357.66,5.54717,2.28511,41.0356
-2870.54,0.985655,0.404006,2,7,0,2872.01,356.537,6.00185,1.64894,46.6984
-2869.58,0.998974,0.404006,3,7,0,2870.97,356.334,5.33818,0.858571,450.104
-2870.41,0.768555,0.404006,2,3,0,2872.83,355.943,5.49167,0.23313,167.891
-2870.11,0.945664,0.404006,2,3,0,2870.68,355.654,5.55342,0.266553,249.526
-2870.31,1,0.404006,3,7,0,2870.55,358.482,5.73318,0.694901,251.139
-2870.23,0.93471,0.404006,3,15,0,2871.3,358.535,5.59029,0.416633,318.432
-2869.27,0.998194,0.404006,3,7,0,2870.36,356.482,5.99738,0.245713,571.366
-2869.68,0.942886,0.404006,3,15,0,2870.08,357.697,5.52433,0.875513,380.627
-2869.66,0.974236,0.404006,3,7,0,2871.04,357.011,5.47805,1.14993,33.0757
-2869.31,0.811188,0.404006,2,7,0,2872.26,356.506,5.66195,0.22265,198.57
-2869.31,0.0912999,0.404006,1,1,0,2870.74,356.506,5.66195,0.22265,219.614
-2869.12,0.428726,0.404006,2,7,0,2869.76,357.173,5.95806,0.142108,333.823
-2869.12,5.15353e-25,0.404006,1,1,0,2873.13,357.173,5.95806,0.142108,355.769
-2869.12,0.0894466,0.404006,2,5,0,2869.79,357.173,5.95806,0.142108,408.61
-2869.3,0.921054,0.404006,2,7,0,2869.92,355.933,5.8994,0.168027,301.479
-2869.3,5.67565e-05,0.404006,1,1,0,2870.67,355.933,5.8994,0.168027,388.149
-2870.49,0.471911,0.404006,3,7,0,2872.02,357.582,5.63458,1.76329,457.447
-2872.52,0.949255,0.404006,3,11,0,2873.66,354.309,5.64106,0.153111,187.12
-2869.3,0.639068,0.404006,3,15,0,2874.44,356.606,6.00785,0.350805,279.563
-2869.86,1,0.404006,3,7,0,2870.02,357.658,5.07647,0.808279,187.173
-2869.16,0.98831,0.404006,3,7,0,2870.12,356.76,5.66039,0.513116,132.925
-2869.41,0.955792,0.404006,2,7,0,2869.91,357.147,5.44416,0.417429,245.44
-2869.62,1,0.404006,2,7,0,2870.43,356.409,5.22832,0.893623,238.646
-2869.29,0.712413,0.404006,2,7,0,2870.7,356.141,5.82325,0.365328,463.018
-2871.77,0.94975,0.404006,3,7,0,2872.36,357.149,4.55662,3.23399,2564.84
-2869.63,0.957383,0.404006,3,7,0,2872.23,357.516,5.31371,0.534353,123.198
-2870.19,0.965218,0.404006,3,7,0,2870.72,358.513,5.76371,0.513214,254.711
-2870.19,0.794733,0.404006,1,3,0,2874.99,358.513,5.76371,0.513214,162.367
-2869.87,0.956357,0.404006,3,7,0,2871.06,356.773,6.06126,0.943149,217.429
-2871.66,0.946085,0.404006,3,7,0,2872.66,357.492,4.93278,3.13852,156.211
-2870.79,0.99168,0.404006,2,3,0,2872.05,356.946,5.18633,2.39893,13.6804
-2871.7,0.99238,0.404006,3,7,0,2872.05,355.473,4.51752,0.738682,161.589
-2869.77,0.998947,0.404006,2,7,0,2873.39,357.504,5.28412,1.10448,126.896
-2873.45,0.87875,0.404006,3,7,0,2874.28,356.079,4.24821,0.576848,82.2598
-2872.89,0.892385,0.404006,2,3,0,2874.08,355.9,4.16143,0.686586,39.3109
-2870.95,0.797366,0.404006,2,3,0,2874.38,355.586,4.61283,1.46512,33.4455
-2871.38,0.976847,0.404006,2,3,0,2871.55,355.36,4.69981,1.83931,24.9239
-2873.84,0.620188,0.404006,2,7,0,2875.62,354.802,4.26854,3.34081,0.0980746
-2869.65,0.943617,0.404006,3,7,0,2873.67,358.139,5.73801,0.214335,301.394
-2869.17,0.834161,0.404006,3,11,0,2869.85,357.045,5.83487,0.473116,206.224
-2869.33,0.991903,0.404006,2,3,0,2869.35,357.11,5.92378,0.552006,944.623
-2869.22,0.998227,0.404006,2,7,0,2869.54,356.308,5.68244,0.324093,260.251
-2869.72,0.749295,0.404006,2,7,0,2872.08,358.144,5.65487,0.348972,187.543
-2870.49,0.79789,0.404006,3,7,0,2870.98,355.687,6.11304,0.196198,417.201
-2869.26,1,0.404006,1,3,0,2870.41,356.087,5.89151,0.253188,324.16
-2869.47,0.976346,0.404006,2,3,0,2869.59,355.759,5.8212,0.245145,343.293
-2870.28,0.883205,0.404006,3,7,0,2870.55,358.577,5.86976,0.456929,336.868
-2872.9,0.963068,0.404006,3,7,0,2873.82,359.335,6.04758,1.66258,238.245
-2868.94,0.714758,0.404006,3,7,0,2872.48,356.985,5.90283,0.188629,315.331
-2870.08,0.219643,0.404006,2,3,0,2872.69,357.116,6.27898,0.393449,269.55
-2871.79,0.920024,0.404006,3,7,0,2872.59,359.031,4.81521,1.29987,508.996
-2869.53,1,0.404006,3,7,0,2871.91,357.703,5.57172,0.681825,303.21
-2870.06,0.870162,0.404006,2,3,0,2871.9,358.551,5.87706,0.261009,370.484
-2869.62,0.934301,0.404006,3,7,0,2870.7,357.078,6.07044,0.190437,402.834
-2871.45,1,0.404006,3,7,0,2873.45,355.711,4.66345,2.35133,0.9438
-2870.09,0.981602,0.404006,3,7,0,2871.98,357.054,4.74656,0.870662,296.962
-2869.77,0.943059,0.404006,2,7,0,2871.03,357.456,5.20972,0.546309,207.728
-2870.26,0.951794,0.404006,3,7,0,2870.7,356.415,5.51873,1.67208,8.45427
-2873.39,0.928003,0.404006,3,7,0,2874.41,353.812,5.99155,0.706721,686.23
-2869.18,0.872423,0.404006,3,7,0,2874.44,357.117,5.69223,0.215484,284.814
-2869.73,0.792405,0.404006,3,7,0,2870.38,356.909,5.61178,1.18356,72.955
-2869.45,0.960467,0.404006,2,7,0,2871.64,356.69,5.98453,0.107653,375.389
-2868.8,0.285716,0.404006,2,7,0,2870.12,357.079,5.86753,0.0653596,371.486
-2870.4,0.00401904,0.404006,2,5,0,2873.93,357.378,6.05094,0.105819,452.39
-2870.04,1,0.404006,3,7,0,2870.92,356.019,5.76239,1.08787,269.361
-2874.55,0.856106,0.404006,2,7,0,2881.47,354.75,6.6685,0.349345,654.329
-2874.55,0.239917,0.404006,1,1,0,2876.65,354.75,6.6685,0.349345,414.654
-2872.02,0.476727,0.404006,2,3,0,2876.24,355.18,6.27804,0.239455,522.569
-2872.94,0.855121,0.404006,2,3,0,2873.57,354.849,5.38697,0.211898,214.823
-2872.94,0.0419531,0.404006,2,3,0,2875.65,354.849,5.38697,0.211898,277.088
-2870.71,0.671651,0.404006,2,3,0,2875.98,355.728,5.14612,0.44092,161.301
-2869.67,1,0.404006,2,3,0,2870.61,355.853,5.67617,0.604989,480.779
-2869.74,0.94889,0.404006,4,15,0,2870.12,357.868,5.52598,0.806757,154.009
-2869.79,0.95198,0.404006,2,5,0,2871.65,356.055,5.36807,0.445677,151.445
-2870.83,0.536098,0.404006,3,7,0,2872.04,356.355,5.35227,0.258307,169.866
-2869.15,1,0.404006,2,7,0,2871.64,357.112,5.62007,0.391027,387.542
-2870.23,0.893263,0.404006,3,7,0,2870.31,356.397,5.8199,1.44916,370.068
-2872.25,0.910675,0.404006,2,7,0,2872.98,358.346,6.62918,1.65756,88.2076
-2870.89,0.83407,0.404006,2,7,0,2873.35,357.023,5.80942,2.21722,34.0884
-2871.21,0.977608,0.404006,2,7,0,2873.92,356.387,5.2268,2.70866,223.231
-2869.47,0.771894,0.404006,2,7,1,2871.41,357.178,5.65743,0.860225,1197.06
-2869.46,0.993236,0.404006,3,7,0,2869.91,357.669,5.53569,0.42655,265.986
-2871.75,0.761493,0.404006,3,15,0,2872.5,356.003,6.27689,0.19739,608.756
-2869.33,0.750024,0.404006,2,3,0,2872.66,357.261,5.74438,0.646152,275.608
-2869.98,0.978929,0.404006,3,7,0,2870.23,357.072,5.75204,1.34819,2049.98
-2869.17,0.790414,0.404006,3,15,0,2870.92,357.056,5.70238,0.201271,260.457
-2869.17,0.00768508,0.404006,2,3,0,2872.21,357.056,5.70238,0.201271,316.91
-2869.17,0.00519512,0.404006,2,3,0,2871.56,357.056,5.70238,0.201271,376.272
-2869.17,4.81394e-19,0.404006,1,1,0,2874.2,357.056,5.70238,0.201271,367.775
-2868.96,0.542831,0.404006,2,3,0,2869.22,357.027,5.78649,0.174741,437.471
-2869.18,0.852802,0.404006,3,7,0,2869.85,357.6,5.88702,0.258432,318.26
-2869.05,0.430861,0.404006,2,5,1,2870.15,356.418,5.79483,0.142144,323.209
-2869.05,1.43265e-07,0.404006,2,3,0,2872,356.418,5.79483,0.142144,259.075
-2869.05,5.98972e-114,0.404006,1,1,0,2873.68,356.418,5.79483,0.142144,412.425
-2869.05,0.161331,0.404006,1,3,0,2869.76,356.418,5.79483,0.142144,372.803
-2870.9,0.0373445,0.404006,2,7,0,2876.75,355.888,5.27476,0.317135,222.541
-2870.01,1,0.404006,3,7,0,2871.29,355.819,5.7507,0.905634,561.197
-2870.47,0.986403,0.404006,2,3,0,2870.52,355.68,5.87066,1.15006,824.294
-2870.02,0.968833,0.404006,2,7,0,2872.59,357.535,5.17891,1.38457,1390.85
-2870.62,0.975237,0.404006,3,7,0,2871.62,358.041,4.68661,0.969575,40.175
-2870.53,0.997245,0.404006,3,7,0,2871.36,357.718,4.8163,1.72729,15.1181
-2870.19,0.988693,0.404006,3,7,0,2871.22,356.029,5.86678,1.16635,427.793
-2869.68,0.838836,0.404006,3,15,0,2871.11,357.414,5.47476,1.05376,55.6908
-2869.47,0.563569,0.404006,2,7,0,2870.84,357.112,5.50105,0.326408,275.581
-2869.47,0.0396559,0.404006,2,3,0,2872.16,357.112,5.50105,0.326408,289.51
-2869.47,0.656959,0.404006,1,3,0,2870.6,357.112,5.50105,0.326408,376.5
-2869.24,0.730188,0.404006,2,7,0,2870.89,356.684,5.87529,0.505834,1101.7
-2870.04,0.93927,0.404006,2,3,0,2870.2,356.589,6.24633,0.358414,231.706
-2870.12,0.25638,0.404006,1,3,0,2875.26,355.865,5.88063,0.956288,625.345
-2869.82,0.975628,0.404006,3,7,0,2872.76,357.951,5.38138,0.516543,232.207
-2869.48,0.986837,0.404006,2,7,0,2870.96,357.2,5.3036,0.591687,130.482
-2869.83,0.991519,0.404006,2,7,0,2870.04,357.279,5.00962,1.15986,227.816
-2869.59,0.991447,0.404006,3,7,0,2870.26,355.898,5.73249,0.544209,586.287
-2871.22,0.904073,0.404006,4,15,0,2871.6,358.725,5.41318,1.42714,59.7699
-2871.03,0.987807,0.404006,3,7,0,2872.87,354.853,5.57416,0.282521,168.572
-2871.55,0.591791,0.404006,3,15,0,2873.12,359.178,5.39757,0.943246,116.54
-2871.27,0.98574,0.404006,3,7,0,2872.02,354.73,5.62876,0.219029,291.378
-2871.38,0.952442,0.404006,2,3,0,2871.83,354.834,6.09378,0.22208,469.229
-2871.38,0.0239825,0.404006,2,3,0,2874.52,354.834,6.09378,0.22208,398.494
-2870.18,0.905598,0.404006,2,3,0,2871.05,355.124,5.85139,0.201733,281.211
-2870.18,0.00478593,0.404006,3,15,0,2876.48,355.124,5.85139,0.201733,303.303
-2870.18,4.53532e-11,0.404006,2,3,0,2875.25,355.124,5.85139,0.201733,289.335
-2870.18,0.00377329,0.404006,2,3,0,2872.3,355.124,5.85139,0.201733,328.402
-2870.18,0.00575432,0.404006,1,1,0,2871.55,355.124,5.85139,0.201733,355.898
-2869.08,0.467639,0.404006,2,6,1,2871.62,356.981,5.77586,0.128716,349.578
-2870.24,0.0685834,0.404006,2,3,0,2871.63,356.697,5.63932,0.134875,253.556
-2870.24,0.151936,0.404006,2,6,1,2872.66,356.697,5.63932,0.134875,369.576
-2870.58,0.26536,0.404006,2,3,0,2871.05,356.316,6.10705,0.140993,458.858
-2869.67,0.333333,0.404006,2,3,0,2872.59,357.233,6.07552,0.191876,371.599
-2869.67,1.36074e-11,0.404006,1,1,0,2872.85,357.233,6.07552,0.191876,645.29
-2871.96,0.246384,0.404006,2,6,1,2875.94,358.269,6.45464,0.331155,678.527
-2869.95,0.510792,0.404006,2,3,0,2873.9,357.76,5.09124,1.02708,193.985
-2872.04,0.863702,0.404006,2,7,0,2873.05,355.493,6.00646,2.39342,843.734
-2871.47,0.96366,0.404006,3,7,0,2873.84,357.622,4.12983,2.24548,7.37896
-2873.35,0.937652,0.404006,2,7,0,2876.33,357.858,3.31612,2.82815,64.1781
-2872.72,0.999672,0.404006,3,7,0,2873.89,357.31,3.46589,2.76469,81.0996
-2870.6,0.969552,0.404006,3,7,0,2873.87,357.916,4.8934,1.67804,367.616
-2871.19,0.930341,0.404006,3,7,0,2872.37,356.413,5.39924,0.215111,174.635
-2872.09,1,0.404006,3,7,0,2872.51,359.103,6.28786,0.895624,970.914
-2870.95,0.9858,0.404006,3,7,0,2873.79,357.319,5.22626,2.49261,20.8831
